X_cm-1,subtracted_Y,subtracted_E,loaded_raw_Y,loaded_raw_E,empty_smoothed_Y,empty_smoothed_E
-5.948339999999999961e+00,1.142720000000000402e-01,1.243829657345410164e-02,3.802240000000000064e-01,1.108480000000000056e-02,2.659519999999999662e-01,5.642555326197520003e-03
-5.827359999999999651e+00,1.195306000000000424e-01,1.270786547231280740e-02,3.962990000000000124e-01,1.133020000000000034e-02,2.767683999999999700e-01,5.754686161937938062e-03
-5.706369999999999720e+00,1.172246000000000676e-01,1.271636444278002008e-02,3.971230000000000038e-01,1.132700000000000026e-02,2.798983999999999361e-01,5.779705497825992667e-03
-5.585390000000000299e+00,1.420705999999999913e-01,1.323473134181423275e-02,4.342929999999999846e-01,1.184529999999999958e-02,2.922223999999999933e-01,5.903133201953009515e-03
-5.464409999999999989e+00,1.194367999999999541e-01,1.318901769417268020e-02,4.256119999999999903e-01,1.172680000000000076e-02,3.061752000000000362e-01,6.035921594686266892e-03
-5.343420000000000059e+00,1.315448000000000173e-01,1.351657467058869910e-02,4.489040000000000252e-01,1.204090000000000021e-02,3.173592000000000080e-01,6.141214701962471531e-03
-5.222439999999999749e+00,1.486485999999999641e-01,1.384611733409766947e-02,4.754169999999999785e-01,1.236639999999999961e-02,3.267684000000000144e-01,6.227930335962341725e-03
-5.101460000000000328e+00,1.680070000000000729e-01,1.435814461816010447e-02,5.134680000000000355e-01,1.285299999999999984e-02,3.454609999999999626e-01,6.399742797644292561e-03
-4.980470000000000397e+00,1.696383999999999670e-01,1.461073124361679694e-02,5.316130000000000022e-01,1.306350000000000046e-02,3.619746000000000352e-01,6.543579694876497377e-03
-4.859490000000000087e+00,2.026360000000000383e-01,1.517371642371109948e-02,5.797240000000000171e-01,1.362829999999999944e-02,3.770879999999999788e-01,6.671664651134677319e-03
-4.738509999999999778e+00,1.747523999999999744e-01,1.523930169526149965e-02,5.769349999999999756e-01,1.359540000000000054e-02,4.021826000000000012e-01,6.884868553516471090e-03
-4.617519999999999847e+00,2.014865999999999602e-01,1.599271937120138459e-02,6.397319999999999673e-01,1.429159999999999979e-02,4.382454000000000072e-01,7.177551276445192155e-03
-4.496540000000000425e+00,2.333642000000000216e-01,1.688502666173790842e-02,7.154430000000000511e-01,1.511780000000000068e-02,4.820788000000000295e-01,7.520388854813294180e-03
-4.375560000000000116e+00,2.319104000000000720e-01,1.754363424101175115e-02,7.689759999999999929e-01,1.565199999999999925e-02,5.370655999999999208e-01,7.924266425505897132e-03
-4.254570000000000185e+00,2.610000000000001208e-01,1.867325534148773017e-02,8.741360000000000241e-01,1.664910000000000001e-02,6.131359999999999033e-01,8.455645110717455518e-03
-4.133589999999999876e+00,2.801993999999999874e-01,2.005447721875591727e-02,1.003719999999999946e+00,1.783370000000000094e-02,7.235205999999999582e-01,9.172851292133760853e-03
-4.012609999999999566e+00,3.090886000000001577e-01,2.158782533016236765e-02,1.161410000000000053e+00,1.915889999999999954e-02,8.523213999999998958e-01,9.948404559304974831e-03
-3.891630000000000145e+00,4.064343999999999735e-01,2.381302624673311066e-02,1.422379999999999978e+00,2.119580000000000075e-02,1.015945600000000004e+00,1.085349166801172736e-02
-3.770640000000000214e+00,4.512309999999999377e-01,2.591127468664558217e-02,1.678809999999999913e+00,2.300229999999999983e-02,1.227578999999999976e+00,1.192846807418286928e-02
-3.649659999999999904e+00,6.044920000000002513e-01,2.885134094345703087e-02,2.094180000000000152e+00,2.568530000000000119e-02,1.489687999999999901e+00,1.314021453955756258e-02
-3.528680000000000039e+00,7.990159999999999485e-01,3.209348008733861612e-02,2.604459999999999997e+00,2.864780000000000104e-02,1.805444000000000049e+00,1.446703215163358883e-02
-3.407690000000000108e+00,1.002493999999999552e+00,3.551769727851173536e-02,3.199370000000000047e+00,3.172769999999999757e-02,2.196876000000000495e+00,1.596433126310024819e-02
-3.286709999999999798e+00,1.265093999999999941e+00,3.942449193917405698e-02,3.946870000000000100e+00,3.525369999999999893e-02,2.681776000000000160e+00,1.764843338577110066e-02
-3.165729999999999933e+00,1.661005999999999538e+00,4.366206690128629497e-02,4.868509999999999671e+00,3.915729999999999905e-02,3.207504000000000133e+00,1.931532921806925623e-02
-3.044740000000000002e+00,2.106221999999999817e+00,4.820129783981340343e-02,5.945590000000000153e+00,4.331560000000000271e-02,3.839368000000000336e+00,2.114530468171125707e-02
-2.923760000000000137e+00,2.612335999999999991e+00,5.271013663271610639e-02,7.132340000000000124e+00,4.744539999999999869e-02,4.520004000000000133e+00,2.296285092665107178e-02
-2.802779999999999827e+00,3.265979999999998995e+00,5.758184912319159326e-02,8.545669999999999433e+00,5.195330000000000087e-02,5.279690000000000438e+00,2.482990067551620397e-02
-2.681789999999999896e+00,4.008186000000000249e+00,6.261143383362179071e-02,1.012349999999999994e+01,5.661669999999999897e-02,6.115313999999999695e+00,2.673463910008885835e-02
